rank;infinitiv;Ind_Präsens_1S;Ind_Präsens_2S;Indicatif_Présent_il_(elle,_on);Ind_Präsens_1P;Ind_Präsens_2P;Indicatif_Présent_ils_(elles);Imperatif_Imperatif_Présent_;Partizip_Präsens;Participe_Participe_Passé_masculin_singulier;Participe_Participe_Passé_feminin_singulier;Participe_Participe_Passé_masculin_pluriel;Participe_Participe_Passé_feminin_pluriel;Ind_Futur_1S;Ind_Futur_2S;Indicatif_Futur_il_(elle,_on);Ind_Futur_1P;Ind_Futur_2P;Indicatif_Futur_ils_(elles);Ind_Imperfekt_1S;Ind_Imperfekt_2S;Indicatif_Imparfait_il_(elle,_on);Ind_Imperfekt_1P;Ind_Imperfekt_2P;Indicatif_Imparfait_ils_(elles);Cond_Präsens_1S;Cond_Präsens_2S;Conditionnel_Présent_il_(elle,_on);Cond_Präsens_1P;Cond_Präsens_2P;Conditionnel_Présent_ils_(elles);Subjonctif_Présent_je;Subjonctif_Présent_tu;Subjonctif_Présent_il_(elle,_on);Subjonctif_Présent_nous;Subjonctif_Présent_vous;Subjonctif_Présent_ils_(elles);Indicatif_Passé_Simple_je;Indicatif_Passé_Simple_tu;Indicatif_Passé_Simple_il_(elle,_on);Indicatif_Passé_Simple_nous;Indicatif_Passé_Simple_vous;Indicatif_Passé_Simple_ils_(elles);Subjonctif_Imparfait_je;Subjonctif_Imparfait_tu;Subjonctif_Imparfait_il_(elle,_on);Subjonctif_Imparfait_nous;Subjonctif_Imparfait_vous;Subjonctif_Imparfait_ils_(elles)
1795;réjouir;réjouis;réjouis;réjouit;réjouissons;réjouissez;réjouissent;réjouissez;réjouissant;réjoui;réjouie;réjouis;réjouies;réjouirai;réjouiras;réjouira;réjouirons;réjouirez;réjouiront;réjouissais;réjouissais;réjouissait;réjouissions;réjouissiez;réjouissaient;réjouirais;réjouirais;réjouirait;réjouirions;réjouiriez;réjouiraient;réjouisse;réjouisses;réjouisse;réjouissions;réjouissiez;réjouissent;réjouis;réjouis;réjouit;réjouîmes;réjouîtes;réjouirent;réjouisse;réjouisses;réjouît;réjouissions;réjouissiez;réjouissent
1796;routier;routie;routies;routie;routions;routiez;routient;routiez;routiant;routié;routiée;routiés;routiées;routierai;routieras;routiera;routierons;routierez;routieront;routiais;routiais;routiait;routiions;routiiez;routiaient;routierais;routierais;routierait;routierions;routieriez;routieraient;routie;routies;routie;routiions;routiiez;routient;routiai;routias;routia;routiâmes;routiâtes;routièrent;routiasse;routiasses;routiât;routiassions;routiassiez;routiassent
1797;espoir;;;espoit;;;espoient;;espéant;espu;espue;espus;espues;;;espoira;;;espoiront;;;espoyait;;;espoyaient;;;espoirait;;;espoiraient;;;espoie;;;espoient;;;esput;;;espurent;;;espût;;;espussent
1798;opérer;opère;opères;opère;opérons;opérez;opèrent;opérez;opérant;opéré;opérée;opérés;opérées;opérerai;opéreras;opérera;opérerons;opérerez;opéreront;opérais;opérais;opérait;opérions;opériez;opéraient;opérerais;opérerais;opérerait;opérerions;opéreriez;opéreraient;opère;opères;opère;opérions;opériez;opèrent;opérai;opéras;opéra;opérâmes;opérâtes;opérèrent;opérasse;opérasses;opérât;opérassions;opérassiez;opérassent
1799;percevoir;perçois;perçois;perçoit;percevons;percevez;perçoivent;percevez;percevant;perçu;perçue;perçus;perçues;percevrai;percevras;percevra;percevrons;percevrez;percevront;percevais;percevais;percevait;percevions;perceviez;percevaient;percevrais;percevrais;percevrait;percevrions;percevriez;percevraient;perçoive;perçoives;perçoive;percevions;perceviez;perçoivent;perçus;perçus;perçut;perçûmes;perçûtes;perçurent;perçusse;perçusses;perçût;perçussions;perçussiez;perçussent
1800;requérir;requiers;requiers;requiert;requérons;requérez;requièrent;requérez;requérant;requis;requise;requis;requises;requerrai;requerras;requerra;requerrons;requerrez;requerront;requérais;requérais;requérait;requérions;requériez;requéraient;requerrais;requerrais;requerrait;requerrions;requerriez;requerraient;requière;requières;requière;requérions;requériez;requièrent;requis;requis;requit;requîmes;requîtes;requirent;requisse;requisses;requît;requissions;requissiez;requissent
1801;couvrir;couvre;couvres;couvre;couvrons;couvrez;couvrent;couvrez;couvrant;couvert;couverte;couverts;couvertes;couvrirai;couvriras;couvrira;couvrirons;couvrirez;couvriront;couvrais;couvrais;couvrait;couvrions;couvriez;couvraient;couvrirais;couvrirais;couvrirait;couvririons;couvririez;couvriraient;couvre;couvres;couvre;couvrions;couvriez;couvrent;couvris;couvris;couvrit;couvrîmes;couvrîtes;couvrirent;couvrisse;couvrisses;couvrît;couvrissions;couvrissiez;couvrissent
1814;progresser;progresse;progresses;progresse;progressons;progressez;progressent;progressez;progressant;progressé;progressée;progressés;progressées;progresserai;progresseras;progressera;progresserons;progresserez;progresseront;progressais;progressais;progressait;progressions;progressiez;progressaient;progresserais;progresserais;progresserait;progresserions;progresseriez;progresseraient;progresse;progresses;progresse;progressions;progressiez;progressent;progressai;progressas;progressa;progressâmes;progressâtes;progressèrent;progressasse;progressasses;progressât;progressassions;progressassiez;progressassent
1817;recommander;recommande;recommandes;recommande;recommandons;recommandez;recommandent;recommandez;recommandant;recommandé;recommandée;recommandés;recommandées;recommanderai;recommanderas;recommandera;recommanderons;recommanderez;recommanderont;recommandais;recommandais;recommandait;recommandions;recommandiez;recommandaient;recommanderais;recommanderais;recommanderait;recommanderions;recommanderiez;recommanderaient;recommande;recommandes;recommande;recommandions;recommandiez;recommandent;recommandai;recommandas;recommanda;recommandâmes;recommandâtes;recommandèrent;recommandasse;recommandasses;recommandât;recommandassions;recommandassiez;recommandassent
1819;émettre;émets;émets;émet;émettons;émettez;émettent;émettez;émettant;émis;émise;émis;émises;émettrai;émettras;émettra;émettrons;émettrez;émettront;émettais;émettais;émettait;émettions;émettiez;émettaient;émettrais;émettrais;émettrait;émettrions;émettriez;émettraient;émette;émettes;émette;émettions;émettiez;émettent;émis;émis;émit;émîmes;émîtes;émirent;émisse;émisses;émît;émissions;émissiez;émissent
1820;attaquer;attaque;attaques;attaque;attaquons;attaquez;attaquent;attaquez;attaquant;attaqué;attaquée;attaqués;attaquées;attaquerai;attaqueras;attaquera;attaquerons;attaquerez;attaqueront;attaquais;attaquais;attaquait;attaquions;attaquiez;attaquaient;attaquerais;attaquerais;attaquerait;attaquerions;attaqueriez;attaqueraient;attaque;attaques;attaque;attaquions;attaquiez;attaquent;attaquai;attaquas;attaqua;attaquâmes;attaquâtes;attaquèrent;attaquasse;attaquasses;attaquât;attaquassions;attaquassiez;attaquassent
1824;vérifier;vérifie;vérifies;vérifie;vérifions;vérifiez;vérifient;vérifiez;vérifiant;vérifié;vérifiée;vérifiés;vérifiées;vérifierai;vérifieras;vérifiera;vérifierons;vérifierez;vérifieront;vérifiais;vérifiais;vérifiait;vérifiions;vérifiiez;vérifiaient;vérifierais;vérifierais;vérifierait;vérifierions;vérifieriez;vérifieraient;vérifie;vérifies;vérifie;vérifiions;vérifiiez;vérifient;vérifiai;vérifias;vérifia;vérifiâmes;vérifiâtes;vérifièrent;vérifiasse;vérifiasses;vérifiât;vérifiassions;vérifiassiez;vérifiassent
1825;soulever;soulève;soulèves;soulève;soulevons;soulevez;soulèvent;soulevez;soulevant;soulevé;soulevée;soulevés;soulevées;soulèverai;soulèveras;soulèvera;soulèverons;soulèverez;soulèveront;soulevais;soulevais;soulevait;soulevions;souleviez;soulevaient;soulèverais;soulèverais;soulèverait;soulèverions;soulèveriez;soulèveraient;soulève;soulèves;soulève;soulevions;souleviez;soulèvent;soulevai;soulevas;souleva;soulevâmes;soulevâtes;soulevèrent;soulevasse;soulevasses;soulevât;soulevassions;soulevassiez;soulevassent
1826;rassurer;rassure;rassures;rassure;rassurons;rassurez;rassurent;rassurez;rassurant;rassuré;rassurée;rassurés;rassurées;rassurerai;rassureras;rassurera;rassurerons;rassurerez;rassureront;rassurais;rassurais;rassurait;rassurions;rassuriez;rassuraient;rassurerais;rassurerais;rassurerait;rassurerions;rassureriez;rassureraient;rassure;rassures;rassure;rassurions;rassuriez;rassurent;rassurai;rassuras;rassura;rassurâmes;rassurâtes;rassurèrent;rassurasse;rassurasses;rassurât;rassurassions;rassurassiez;rassurassent
1831;doubler;double;doubles;double;doublons;doublez;doublent;doublez;doublant;doublé;doublée;doublés;doublées;doublerai;doubleras;doublera;doublerons;doublerez;doubleront;doublais;doublais;doublait;doublions;doubliez;doublaient;doublerais;doublerais;doublerait;doublerions;doubleriez;doubleraient;double;doubles;double;doublions;doubliez;doublent;doublai;doublas;doubla;doublâmes;doublâtes;doublèrent;doublasse;doublasses;doublât;doublassions;doublassiez;doublassent
1833;critiquer;critique;critiques;critique;critiquons;critiquez;critiquent;critiquez;critiquant;critiqué;critiquée;critiqués;critiquées;critiquerai;critiqueras;critiquera;critiquerons;critiquerez;critiqueront;critiquais;critiquais;critiquait;critiquions;critiquiez;critiquaient;critiquerais;critiquerais;critiquerait;critiquerions;critiqueriez;critiqueraient;critique;critiques;critique;critiquions;critiquiez;critiquent;critiquai;critiquas;critiqua;critiquâmes;critiquâtes;critiquèrent;critiquasse;critiquasses;critiquât;critiquassions;critiquassiez;critiquassent
1834;modifier;modifie;modifies;modifie;modifions;modifiez;modifient;modifiez;modifiant;modifié;modifiée;modifiés;modifiées;modifierai;modifieras;modifiera;modifierons;modifierez;modifieront;modifiais;modifiais;modifiait;modifiions;modifiiez;modifiaient;modifierais;modifierais;modifierait;modifierions;modifieriez;modifieraient;modifie;modifies;modifie;modifiions;modifiiez;modifient;modifiai;modifias;modifia;modifiâmes;modifiâtes;modifièrent;modifiasse;modifiasses;modifiât;modifiassions;modifiassiez;modifiassent
1837;manger;mange;manges;mange;mangeons;mangez;mangent;mangez;mangeant;mangé;mangée;mangés;mangées;mangerai;mangeras;mangera;mangerons;mangerez;mangeront;mangeais;mangeais;mangeait;mangions;mangiez;mangeaient;mangerais;mangerais;mangerait;mangerions;mangeriez;mangeraient;mange;manges;mange;mangions;mangiez;mangent;mangeai;mangeas;mangea;mangeâmes;mangeâtes;mangèrent;mangeasse;mangeasses;mangeât;mangeassions;mangeassiez;mangeassent
1839;attribuer;attribue;attribues;attribue;attribuons;attribuez;attribuent;attribuez;attribuant;attribué;attribuée;attribués;attribuées;attribuerai;attribueras;attribuera;attribuerons;attribuerez;attribueront;attribuais;attribuais;attribuait;attribuions;attribuiez;attribuaient;attribuerais;attribuerais;attribuerait;attribuerions;attribueriez;attribueraient;attribue;attribues;attribue;attribuions;attribuiez;attribuent;attribuai;attribuas;attribua;attribuâmes;attribuâtes;attribuèrent;attribuasse;attribuasses;attribuât;attribuassions;attribuassiez;attribuassent
1841;dépendre;dépends;dépends;dépend;dépendons;dépendez;dépendent;dépendez;dépendant;dépendu;dépendue;dépendus;dépendues;dépendrai;dépendras;dépendra;dépendrons;dépendrez;dépendront;dépendais;dépendais;dépendait;dépendions;dépendiez;dépendaient;dépendrais;dépendrais;dépendrait;dépendrions;dépendriez;dépendraient;dépende;dépendes;dépende;dépendions;dépendiez;dépendent;dépendis;dépendis;dépendit;dépendîmes;dépendîtes;dépendirent;dépendisse;dépendisses;dépendît;dépendissions;dépendissiez;dépendissent
1847;visiter;visite;visites;visite;visitons;visitez;visitent;visitez;visitant;visité;visitée;visités;visitées;visiterai;visiteras;visitera;visiterons;visiterez;visiteront;visitais;visitais;visitait;visitions;visitiez;visitaient;visiterais;visiterais;visiterait;visiterions;visiteriez;visiteraient;visite;visites;visite;visitions;visitiez;visitent;visitai;visitas;visita;visitâmes;visitâtes;visitèrent;visitasse;visitasses;visitât;visitassions;visitassiez;visitassent
1848;fonder;fonde;fondes;fonde;fondons;fondez;fondent;fondez;fondant;fondé;fondée;fondés;fondées;fonderai;fonderas;fondera;fonderons;fonderez;fonderont;fondais;fondais;fondait;fondions;fondiez;fondaient;fonderais;fonderais;fonderait;fonderions;fonderiez;fonderaient;fonde;fondes;fonde;fondions;fondiez;fondent;fondai;fondas;fonda;fondâmes;fondâtes;fondèrent;fondasse;fondasses;fondât;fondassions;fondassiez;fondassent
1866;provenir;proviens;proviens;provient;provenons;provenez;proviennent;provenez;provenant;provenu;provenue;provenus;provenues;proviendrai;proviendras;proviendra;proviendrons;proviendrez;proviendront;provenais;provenais;provenait;provenions;proveniez;provenaient;proviendrais;proviendrais;proviendrait;proviendrions;proviendriez;proviendraient;provienne;proviennes;provienne;provenions;proveniez;proviennent;provins;provins;provint;provînmes;provîntes;provinrent;provinsse;provinsses;provînt;provinssions;provinssiez;provinssent
1870;doter;dote;dotes;dote;dotons;dotez;dotent;dotez;dotant;doté;dotée;dotés;dotées;doterai;doteras;dotera;doterons;doterez;doteront;dotais;dotais;dotait;dotions;dotiez;dotaient;doterais;doterais;doterait;doterions;doteriez;doteraient;dote;dotes;dote;dotions;dotiez;dotent;dotai;dotas;dota;dotâmes;dotâtes;dotèrent;dotasse;dotasses;dotât;dotassions;dotassiez;dotassent
1874;fer;fe;fes;fe;fons;fez;fent;fez;fant;fé;fée;fés;fées;ferai;feras;fera;ferons;ferez;feront;fais;fais;fait;fions;fiez;faient;ferais;ferais;ferait;ferions;feriez;feraient;fe;fes;fe;fions;fiez;fent;fai;fas;fa;fâmes;fâtes;fèrent;fasse;fasses;fât;fassions;fassiez;fassent
1880;arbre;ais;ais;ait;aivons;aivez;aivent;aivez;aivant;aécu;aécue;aécus;aécues;aivrai;aivras;aivra;aivrons;aivrez;aivront;aivais;aivais;aivait;aivions;aiviez;aivaient;aivrais;aivrais;aivrait;aivrions;aivriez;aivraient;aive;aives;aive;aivions;aiviez;aivent;aécus;aécus;aécut;aécûmes;aécûtes;aécurent;aécusse;aécusses;aécût;aécussions;aécussiez;aécussent
1884;papier;papie;papies;papie;papions;papiez;papient;papiez;papiant;papié;papiée;papiés;papiées;papierai;papieras;papiera;papierons;papierez;papieront;papiais;papiais;papiait;papiions;papiiez;papiaient;papierais;papierais;papierait;papierions;papieriez;papieraient;papie;papies;papie;papiions;papiiez;papient;papiai;papias;papia;papiâmes;papiâtes;papièrent;papiasse;papiasses;papiât;papiassions;papiassiez;papiassent
1885;passionner;passionne;passionnes;passionne;passionnons;passionnez;passionnent;passionnez;passionnant;passionné;passionnée;passionnés;passionnées;passionnerai;passionneras;passionnera;passionnerons;passionnerez;passionneront;passionnais;passionnais;passionnait;passionnions;passionniez;passionnaient;passionnerais;passionnerais;passionnerait;passionnerions;passionneriez;passionneraient;passionne;passionnes;passionne;passionnions;passionniez;passionnent;passionnai;passionnas;passionna;passionnâmes;passionnâtes;passionnèrent;passionnasse;passionnasses;passionnât;passionnassions;passionnassiez;passionnassent
1891;admettre;admets;admets;admet;admettons;admettez;admettent;admettez;admettant;admis;admise;admis;admises;admettrai;admettras;admettra;admettrons;admettrez;admettront;admettais;admettais;admettait;admettions;admettiez;admettaient;admettrais;admettrais;admettrait;admettrions;admettriez;admettraient;admette;admettes;admette;admettions;admettiez;admettent;admis;admis;admit;admîmes;admîtes;admirent;admisse;admisses;admît;admissions;admissiez;admissent
1899;secondaire;secondais;secondais;secondait;secondaisons;secondaites;secondont;secondaites;secondaisant;secondait;secondaite;secondaits;secondaites;seconderai;seconderas;secondera;seconderons;seconderez;seconderont;secondaisais;secondaisais;secondaisait;secondaisions;secondaisiez;secondaisaient;seconderais;seconderais;seconderait;seconderions;seconderiez;seconderaient;secondasse;secondasses;secondasse;secondassions;secondassiez;secondassent;secondis;secondis;secondit;secondîmes;secondîtes;secondirent;secondisse;secondisses;secondît;secondissions;secondissiez;secondissent
1900;rater;rate;rates;rate;ratons;ratez;ratent;ratez;ratant;raté;ratée;ratés;ratées;raterai;rateras;ratera;raterons;raterez;rateront;ratais;ratais;ratait;rations;ratiez;rataient;raterais;raterais;raterait;raterions;rateriez;rateraient;rate;rates;rate;rations;ratiez;ratent;ratai;ratas;rata;ratâmes;ratâtes;ratèrent;ratasse;ratasses;ratât;ratassions;ratassiez;ratassent
1901;remarquer;remarque;remarques;remarque;remarquons;remarquez;remarquent;remarquez;remarquant;remarqué;remarquée;remarqués;remarquées;remarquerai;remarqueras;remarquera;remarquerons;remarquerez;remarqueront;remarquais;remarquais;remarquait;remarquions;remarquiez;remarquaient;remarquerais;remarquerais;remarquerait;remarquerions;remarqueriez;remarqueraient;remarque;remarques;remarque;remarquions;remarquiez;remarquent;remarquai;remarquas;remarqua;remarquâmes;remarquâtes;remarquèrent;remarquasse;remarquasses;remarquât;remarquassions;remarquassiez;remarquassent
1902;trimestre;trimesps;trimesps;trimespt;trimespons;trimespez;trimespent;trimespez;trimespant;trimespu;trimespue;trimespus;trimespues;trimesprai;trimespras;trimespra;trimesprons;trimesprez;trimespront;trimespais;trimespais;trimespait;trimespions;trimespiez;trimespaient;trimesprais;trimesprais;trimesprait;trimesprions;trimespriez;trimespraient;trimespe;trimespes;trimespe;trimespions;trimespiez;trimespent;trimespis;trimespis;trimespit;trimespîmes;trimespîtes;trimespirent;trimespisse;trimespisses;trimespît;trimespissions;trimespissiez;trimespissent
